"ID","Source","Subject","Question (truncated)","Quality Score","Grade","Verdict","Issues","Fixes"
"597","source-file","04_আন্তর্জাতিক_বিষয়াবলি","স্ক্যান্ডিনেভিয়ান দেশ সুইজারল্যান্ড দীর্ঘদিনের নিরপেক্ষ নীতি বজায় রেখে কত সালে","99","Excellent","CLEAN","0","0"
"598","source-file","04_আন্তর্জাতিক_বিষয়াবলি","১৯৯১ সালে সোভিয়েত ইউনিয়নের বিলুপ্তির পর নিরাপত্তা পরিষদে এর স্থায়ী সদস্যপদ এব","99","Excellent","CLEAN","0","0"
"599","source-file","04_আন্তর্জাতিক_বিষয়াবলি","জাতিসংঘ কর্তৃক প্রবর্তিত 'গ্লোবাল কম্প্যাক্ট' (UN Global Compact) মূলত কোন সম্প্","99","Excellent","CLEAN","0","0"
"600","source-file","04_আন্তর্জাতিক_বিষয়াবলি","জাতিসংঘের প্রথম ঐতিহাসিক পরিবেশ সম্মেলন 'আর্থ সামিট' বা ধরিত্রী সম্মেলন কোথায় এ","99","Excellent","CLEAN","0","0"
"601","source-file","04_আন্তর্জাতিক_বিষয়াবলি","জাতিসংঘের ঐতিহাসিক সমুদ্র আইন বিষয়ক কনভেনশন 'আনক্লস-৩' (UNCLOS-III) কত সালে স্ব","99","Excellent","CLEAN","0","0"
"602","source-file","04_আন্তর্জাতিক_বিষয়াবলি","'আমাদের সাধারণ ভবিষ্যৎ' (Our Common Future) নামক ঐতিহাসিক পরিবেশ প্রতিবেদন প্রণয","99","Excellent","CLEAN","0","0"
"603","source-file","04_আন্তর্জাতিক_বিষয়াবলি","আন্তর্জাতিক পরমাণু শক্তি সংস্থা (IAEA)-এর প্রধানের পদবী কী?","99","Excellent","CLEAN","0","0"
"604","source-file","04_আন্তর্জাতিক_বিষয়াবলি","জাতিসংঘের বাজেট বা চাঁদা নির্ধারণের মূল নীতি বা মানদণ্ড কোনটি?","99","Excellent","CLEAN","0","0"
"605","source-file","04_আন্তর্জাতিক_বিষয়াবলি","নিরাপত্তা পরিষদের স্থায়ী সদস্য হিসেবে চীনের প্রতিনিধিত্বকারী সরকার হিসেবে তাইওয","99","Excellent","CLEAN","0","0"
"606","source-file","04_আন্তর্জাতিক_বিষয়াবলি","আন্তর্জাতিক অপরাধ ট্রাইব্যুনাল রয়ান্ডা (ICTR) কোন শহরে প্রতিষ্ঠিত হয়ে কাজ পরিচ","99","Excellent","CLEAN","0","0"
"607","source-file","04_আন্তর্জাতিক_বিষয়াবলি","আন্তর্জাতিক বিচার আদালতের (ICJ) অফিসিয়াল বা অফিশিয়াল কাজের ভাষা কয়টি ও কী কী?","99","Excellent","CLEAN","0","0"
"608","source-file","04_আন্তর্জাতিক_বিষয়াবলি","লিগ অব নেশনসের ব্যর্থতার পর তৈরি হওয়া জাতিসংঘ সনদে 'যৌথ নিরাপত্তা' (Collective ","99","Excellent","CLEAN","0","0"
"609","source-file","04_আন্তর্জাতিক_বিষয়াবলি","'আন্তর্জাতিক গণতন্ত্র দিবস' হিসেবে জাতিসংঘ ঘোষিত বিশ্ব দিবস কোনটি?","99","Excellent","CLEAN","0","0"
"610","source-file","04_আন্তর্জাতিক_বিষয়াবলি","জাতিসংঘের কোন সংস্থা বা অর্থনৈতিক কমিশন আফ্রিকান দেশগুলোর অর্থনীতি ও সামাজিক উন্","99","Excellent","CLEAN","0","0"
"611","source-file","04_আন্তর্জাতিক_বিষয়াবলি","বিশ্ব খাদ্য দিবস পালিত হয় ১৬ অক্টোবর। এটি কোন আন্তর্জাতিক সংস্থার প্রতিষ্ঠাবার্","99","Excellent","CLEAN","0","0"
"612","source-file","04_আন্তর্জাতিক_বিষয়াবলি","জাতিসংঘ সাধারণ পরিষদের ৭০তম অধিবেশনে (২০১৫) সর্বসম্মতিক্রমে বিশ্ব নেতৃবৃন্দ কোন ","99","Excellent","CLEAN","0","0"
"613","source-file","04_আন্তর্জাতিক_বিষয়াবলি","সুশাসন বা 'Good Governance' নিশ্চিত করার জন্য ১৯৯০-এর দশকে জাতিসংঘের কোন সংস্থাট","99","Excellent","AUTO","0","1"
"614","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে সুশাসন প্রতিষ্ঠিত হলে এর সবচেয়ে বড় ও প্রত্যক্ষ সুফল কোনটি?","94","Good","CLEAN","0","0"
"615","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নৈতিক মূল্যবোধ চর্চার ফলে সমাজে কোনটির বিকাশ ঘটে?","94","Good","CLEAN","0","0"
"616","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একটি রাষ্ট্রে সুশাসন না থাকলে সমাজকে সর্বপ্রথম কোন চরম মূল্যটি চোকাতে হয়?","94","Good","CLEAN","0","0"
"617","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের অবক্ষয়ের কারণে সমাজে যখন দুর্নীতির বিস্তার ঘটে, তখন অর্থনীতিতে এর বি","94","Good","CLEAN","0","0"
"618","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের 'স্বচ্ছতা' (Transparency) উপাদানটির সুফল কী?","94","Good","CLEAN","0","0"
"619","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একটি দেশে সুশাসনের অভাবে 'মেধাপাচার' (Brain drain) কেন ঘটে?","94","Good","CLEAN","0","0"
"620","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","রাষ্ট্রে 'জবাবদিহিতা' (Accountability) না থাকলে প্রশাসনিক কাঠামোতে কী ঘটে?","94","Good","CLEAN","0","0"
"621","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'পরমতসহিষ্ণুতা' (Tolerance) নামক মূল্যবোধের অভাব ঘটলে সমাজ কী মূল্য দেয়?","94","Good","CLEAN","0","0"
"622","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অন্যতম সুফল হলো 'টেকসই উন্নয়ন' (Sustainable Development)। এটি কীভাবে অ","94","Good","CLEAN","0","0"
"623","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের চরম অবক্ষয়জনিত অপরাধ 'কিশোর গ্যাং' কালচার সমাজের কী ক্ষতি করে?","94","Good","CLEAN","0","0"
"624","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একটি দেশে সুশাসন ও স্থিতিশীলতা থাকলে আন্তর্জাতিক পরিমণ্ডলে এর সুফল কী?","94","Good","CLEAN","0","0"
"625","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে যখন 'বিচারিক দীর্ঘসূত্রতা' (Justice delayed) ঘটে, তখন সমাজকে কী ম","94","Good","CLEAN","0","0"
"626","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'শ্রমের মর্যাদা' (Dignity of labour) প্রতিষ্ঠিত হলে এর অর্থনৈতিক সুফল কী?","94","Good","CLEAN","0","0"
"627","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের রাজনৈতিক উপাদান 'অবাধ ও সুষ্ঠু নির্বাচন' না থাকলে সমাজকে কী চরম মূল্য দ","94","Good","CLEAN","0","0"
"628","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'ভোক্তা অধিকার' নিয়ে ব্যবসায়িক নৈতিকতা না থাকলে সাধারণ মানুষকে কী মূল্য দিতে হ","94","Good","CLEAN","0","0"
"629","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের 'অংশগ্রহণমূলক' (Participatory) নীতির সুফল কী?","94","Good","CLEAN","0","0"
"630","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'সহমর্মিতা' (Empathy) মূল্যবোধটি না থাকলে সমাজের রূপ কেমন হয়?","94","Good","CLEAN","0","0"
"631","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অন্যতম সুফল 'সামাজিক ন্যায়বিচার' (Social Justice) প্রতিষ্ঠিত হলে কী ঘট","94","Good","CLEAN","0","0"
"632","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","রাষ্ট্রে 'আমলাতান্ত্রিক দীর্ঘসূত্রতা' বা লাল ফিতার দৌরাত্ম্য থাকলে সমাজকে কী মূল","94","Good","CLEAN","0","0"
"633","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'দেশপ্রেম' নামক মূল্যবোধটির অভাবে সমাজের কী ক্ষতি হয়?","94","Good","CLEAN","0","0"
"634","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'বিকেন্দ্রীকরণ' (Decentralization) নীতির সবচেয়ে বড় সুফল কোনটি?","94","Good","CLEAN","0","0"
"635","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'পরশ্রীকাতরতা' (হিংসা) নামক নেতিবাচক মূল্যবোধ বৃদ্ধি পেলে জাতীয় জীবনে কী ","94","Good","CLEAN","0","0"
"636","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসন ও আইনের শাসনের অভাবে যখন 'বিচারহীনতার সংস্কৃতি' (Culture of Impunity) তৈর","94","Good","CLEAN","0","0"
"637","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'নিয়মানুবর্তিতা' (Punctuality) মূল্যবোধটির অভাবে প্রাতিষ্ঠানিক পর্যায়ে কী ক্ষত","94","Good","CLEAN","0","0"
"638","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে স্বাধীন 'গণমাধ্যম' (Media) থাকার সবচেয়ে বড় সুফল কী?","94","Good","CLEAN","0","0"
"639","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে নারী-পুরুষের 'সমতা' নামক মূল্যবোধ না থাকলে সমাজকে কী মূল্য দিতে হয়?","94","Good","CLEAN","0","0"
"640","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সরকারি খাতে সুশাসন না থাকলে সাধারণ জনগণের ওপর এর অর্থনৈতিক প্রভাব কী?","94","Good","CLEAN","0","0"
"641","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'উদারতা' ও 'গঠনমূলক সমালোচনা গ্রহণের মানসিকতা'র সুফল কী?","94","Good","CLEAN","0","0"
"642","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অন্যতম স্তম্ভ 'স্বাধীন বিচার বিভাগ' না থাকলে সমাজকে কী চরম মূল্য দিতে হ","94","Good","CLEAN","0","0"
"643","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'ভোটের অধিকার প্রয়োগ' নামক গণতান্ত্রিক মূল্যবোধ না থাকলে রাষ্ট্রের কী ক্ষতি হয়","94","Good","CLEAN","0","0"
"644","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","ব্যক্তিজীবনে 'সততা' নামক নৈতিক মূল্যবোধের সুফল জাতীয় পর্যায়ে কীভাবে প্রতিফলিত ","94","Good","CLEAN","0","0"
"645","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'পেশিশক্তি' ও 'কালো টাকার' প্রভাব বাড়লে সুশাসনের কোন দিকটি সবচেয়ে বেশি ক","94","Good","CLEAN","0","0"
"646","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'তথ্য উন্মুক্তকরণ' বা Open Data নীতির সবচেয়ে বড় সুফল কী?","94","Good","CLEAN","0","0"
"647","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'সংখ্যালঘুদের নিরাপত্তা ও অধিকার' নিশ্চিত না করলে সমাজকে কী মূল্য দিতে হয়?","94","Good","CLEAN","0","0"
"648","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","ব্যক্তি ও সমাজে 'দায়িত্বশীলতা' (Responsibility) মূল্যবোধের সুফল কী?","94","Good","CLEAN","0","0"
"649","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে 'স্বজনপ্রীতি' (Nepotism) বাড়লে প্রাতিষ্ঠানিক পর্যায়ে কী ক্ষতি হ","94","Good","CLEAN","0","0"
"650","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'পরিবেশগত মূল্যবোধ' (Environmental Values) না থাকলে সমাজকে ভবিষ্যতে কী চরম মূল্য","94","Good","CLEAN","0","0"
"651","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'কার্যকারিতা ও দক্ষতা' (Effectiveness and Efficiency) নীতির সুফল কী?","94","Good","CLEAN","0","0"
"652","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'মানবাধিকার' (Human Rights) রক্ষার সুফল কী?","94","Good","CLEAN","0","0"
"653","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'শিক্ষাপ্রতিষ্ঠানে নৈতিক শিক্ষার' অভাব ঘটলে সমাজ কী মূল্য দেয়?","94","Good","CLEAN","0","0"
"654","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'আইনের চোখে সমতা' (Equality before the law) নীতির সুফল কী?","94","Good","CLEAN","0","0"
"655","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'ডিজিটাল লিটারেসি' ও 'সাইবার নৈতিকতা' না থাকলে কী ক্ষতি হয়?","94","Good","CLEAN","0","0"
"656","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে যখন 'অর্থপাচার' (Money Laundering) বৃদ্ধি পায়, তখন সমাজকে কী মূল","94","Good","CLEAN","0","0"
"657","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'দেশজ সংস্কৃতি ও ঐত্যিহ্যের চর্চা' নামক মূল্যবোধের সুফল কী?","94","Good","CLEAN","0","0"
"658","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'ঐকমত্যমুখী' (Consensus-oriented) সিদ্ধান্ত গ্রহণের সুফল কী?","94","Good","CLEAN","0","0"
"659","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'শিষ্টাচার' (Etiquette) ও 'ভদ্রতা' না থাকলে কী ঘটে?","94","Good","CLEAN","0","0"
"660","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সরকারি প্রতিষ্ঠানে 'ই-গভর্ন্যান্স' বা প্রযুক্তিনির্ভর সুশাসন চালু হওয়ার সুফল কী","94","Good","CLEAN","0","0"
"661","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে 'নিয়ন্ত্রণ ও ভারসাম্য' (Checks and Balances) নীতি অকার্যকর হলে স","94","Good","CLEAN","0","0"
"662","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'অ্যাডভোকেসি' বা জনসচেতনতা মূলক প্রচারণার মাধ্যমে সুশীল সমাজ সুশাসনে কী সুফল বয়","94","Good","CLEAN","0","0"
"663","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","ব্যক্তিজীবনে 'ক্ষমা' (Forgiveness) ও 'দয়া' নামক মূল্যবোধ না থাকলে সমাজ কেমন হয়","94","Good","CLEAN","0","0"
"664","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'জনগণের অংশগ্রহণ' (Public Participation) না থাকলে উন্নয়ন প্রকল্পগুলোর ক","94","Good","CLEAN","0","0"
"665","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'পাবলিক সার্ভিস কমিশন' (PSC) এর মতো সাংবিধানিক প্রতিষ্ঠানগুলো স্বাধীনভাবে কাজ কর","94","Good","CLEAN","0","0"
"666","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'কর্তব্যনিষ্ঠা' (Devotion to duty) নামক মূল্যবোধ না থাকলে কী ঘটে?","94","Good","CLEAN","0","0"
"667","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'সামাজিক নিরাপত্তা বেষ্টনী' (Social Safety Net) থাকার সুফল কী?","94","Good","CLEAN","0","0"
"668","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'দুর্নীতি দমন কমিশন' (ACC) স্বাধীন ও কার্যকর না হলে সমাজকে কী মূল্য দিতে হয়?","94","Good","CLEAN","0","0"
"669","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'মৌলিক অধিকার' (Fundamental Rights) সংরক্ষিত থাকার সুফল কী?","94","Good","CLEAN","0","0"
"670","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে 'রাজনৈতিক অস্থিতিশীলতা' থাকলে অর্থনীতিতে কী প্রভাব পড়ে?","94","Good","CLEAN","0","0"
"671","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'জাতীয় স্বার্থকে ব্যক্তিগত স্বার্থের ঊর্ধ্বে স্থান দেওয়া'— এই মূল্যবোধের সুফল ","94","Good","AUTO","0","1"
"672","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'তথ্য অধিকার আইন' (RTI) কার্যকর থাকলে সাধারণ মানুষের কী সুফল হয়?","94","Good","CLEAN","0","0"
"673","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'পরোপকার' ও 'স্বেচ্ছাসেবী মানসিকতা' না থাকলে কী ঘটে?","94","Good","CLEAN","0","0"
"674","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে 'নির্বাচনে কালো টাকার প্রভাব' থাকলে সমাজকে কী মূল্য দিতে হয়?","94","Good","CLEAN","0","0"
"675","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'স্থানীয় সরকার' (Local Government) ব্যবস্থা শক্তিশালী হওয়ার সুফল কী?","94","Good","CLEAN","0","0"
"676","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সরকারি কর্মকর্তাদের মধ্যে 'জনবান্ধব মানসিকতা' না থাকলে সমাজ কী মূল্য দেয়?","94","Good","CLEAN","0","0"
"677","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'সংবিধানের শ্রেষ্ঠত্ব' (Supremacy of Constitution) বজায় থাকার সুফল কী?","94","Good","CLEAN","0","0"
"678","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'সাংস্কৃতিক কর্মকাণ্ড' ও 'সুস্থ বিনোদন' না থাকলে কী ঘটে?","94","Good","CLEAN","0","0"
"679","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'পাবলিক সার্ভিস' বা সরকারি সেবাকে 'চাকরি' না ভেবে 'সেবা' হিসেবে গ্রহণ করার সুফল ","94","Good","CLEAN","0","0"
"680","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে ব্যাংকিং খাতে 'স্বচ্ছতা' না থাকলে সমাজকে কী চরম মূল্য দিতে হয়?","94","Good","CLEAN","0","0"
"681","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'মিতব্যয়িতা' (Frugality) নামক অর্থনৈতিক মূল্যবোধ চর্চার সুফল কী?","94","Good","CLEAN","0","0"
"682","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'ন্যায়পাল' (Ombudsman) ব্যবস্থার সফল প্রয়োগের সুফল কী?","94","Good","CLEAN","0","0"
"683","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","ব্যক্তিজীবনে 'সততা' ও 'নৈতিকতা'র অভাবে শিক্ষিত ব্যক্তিরা অপরাধ করলে সমাজ কী মূল্","94","Good","CLEAN","0","0"
"684","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'নিয়মকানুন সহজীকরণ' (Simplification of procedures) বা ইজ অব ডুয়িং বিজন","94","Good","CLEAN","0","0"
"685","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'পেশাগত নৈতিকতা' (Professional Ethics) না থাকলে কী ঘটে?","94","Good","CLEAN","0","0"
"686","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অন্যতম বৈশিষ্ট্য 'আইনের চোখে সমতা' (Equality before the law) না থাকলে ক","94","Good","CLEAN","0","0"
"687","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'ভোক্তা অধিকার সংরক্ষণ' আইন কার্যকরভাবে বাস্তবায়িত হওয়ার সুফল কী?","94","Good","CLEAN","0","0"
"688","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'কমিউনিটি পুলিশিং' (Community Policing) থাকার সুফল কী?","94","Good","CLEAN","0","0"
"689","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে 'কালো টাকা সাদা করার সুযোগ' দেওয়া হলে সমাজকে কী দীর্ঘমেয়াদি মূল","94","Good","CLEAN","0","0"
"690","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'হুইসেলব্লোয়ার' (Whistleblower) বা দুর্নীতি ফাঁসকারীকে আইনি সুরক্ষা দেওয়ার সুফ","94","Good","CLEAN","0","0"
"691","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'সামাজিক পুঁজি' (Social Capital) বা পারস্পরিক বিশ্বাস না থাকলে কী ঘটে?","94","Good","CLEAN","0","0"
"692","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'প্রতিক্রিয়াশীলতা' (Responsiveness) নীতির সুফল কী?","94","Good","CLEAN","0","0"
"693","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","পরিবার ও সমাজ থেকে 'নৈতিক শিক্ষার' অভাব ঘটলে দীর্ঘমেয়াদে কী চরম মূল্য দিতে হয়?","94","Good","CLEAN","0","0"
"694","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সরকারি কেনাকাটায় 'ই-টেন্ডারিং' (e-GP) পদ্ধতি চালুর সুফল কী?","94","Good","CLEAN","0","0"
"695","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'ধর্মীয় গোঁড়ামি' ও 'উগ্রবাদ' বৃদ্ধি পেলে সুশাসনের কোন দিকটি সবচেয়ে বেশি","94","Good","CLEAN","0","0"
"696","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে 'সরকারি অর্থের অপচয়' (Misuse of public funds) হলে সাধারণ নাগরিকক","94","Good","CLEAN","0","0"
"697","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'জাতীয় শুদ্ধাচার কৌশল' (NIS) সফলভাবে বাস্তবায়িত হওয়ার সুফল কী?","94","Good","CLEAN","0","0"
"698","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'কিশোর গ্যাং' বা তরুণদের অপরাধপ্রবণতা বাড়লে আইনশৃঙ্খলা রক্ষাকারী বাহিনীর ","94","Good","CLEAN","0","0"
"699","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'নিয়ন্ত্রণ ও ভারসাম্য' (Checks and Balances) নীতির সুফল কী?","94","Good","CLEAN","0","0"
"700","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'অ্যাডভোকেসি' বা জনসচেতনতা মূলক প্রচারণার মাধ্যমে সুশীল সমাজ সুশাসনে কী সুফল বয়","94","Good","CLEAN","0","0"
"701","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'মানবাধিকার' লঙ্ঘিত হলে আন্তর্জাতিক পরিমণ্ডলে দেশটিকে কী মূল্য দিতে হয়?","94","Good","CLEAN","0","0"
"702","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'গণশুনানি' (Public Hearing) আয়োজন করে সুশাসনের কোন সুফলটি নিশ্চিত করা যায়?","94","Good","CLEAN","0","0"
"703","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'ডিজিটাল লিটারেসি' ও 'সাইবার নৈতিকতা' চর্চার সুফল কী?","94","Good","CLEAN","0","0"
"704","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে 'তথ্য গোপন' বা সেন্সরশিপ থাকলে সমাজকে কী চরম মূল্য দিতে হয়?","94","Good","CLEAN","0","0"
"705","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'সামাজিক নিরীক্ষা' (Social Audit) এর সুফল কী?","94","Good","CLEAN","0","0"
"706","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'কর দেওয়ার সংস্কৃতি' (Tax Compliance) একটি মূল্যবোধ হিসেবে প্রতিষ্ঠিত হলে","94","Good","CLEAN","0","0"
"707","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনে 'পরিবেশগত দায়িত্ববোধ' না থাকলে দীর্ঘমেয়াদে কী ঘটে?","94","Good","CLEAN","0","0"
"708","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'উন্মুক্ত উপাত্ত' (Open Data) পোর্টাল সরকারের কোন সুফলটি প্রকাশ করে?","94","Good","CLEAN","0","0"
"709","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে 'নারীর প্রতি সম্মান ও মর্যাদা' প্রদান করে তাদের ক্ষমতায়ন করলে কী সুফল পাও","94","Good","CLEAN","0","0"
"710","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সুশাসনের অভাবে 'রাজনৈতিক লেজুড়বৃত্তি' ও 'দলীয়করণ' বাড়লে প্রাতিষ্ঠানিক কী ক্ষত","94","Good","CLEAN","0","0"
"711","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'পাবলিক সার্ভিস কমিশন' (PSC) এর মতো সাংবিধানিক প্রতিষ্ঠানগুলো স্বাধীনভাবে কাজ কর","94","Good","CLEAN","0","0"
"712","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","'মূল্যবোধ' ও 'সুশাসন' একে অপরের পরিপূরক— এই ধারণার সবচেয়ে বড় সুফল কী?","94","Good","AUTO","0","1"
"713","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","পরিশেষে, সমাজে সুশাসন ও মূল্যবোধের অভাব থাকলে সমাজকে যে চূড়ান্ত মূল্য দিতে হয়,","94","Good","CLEAN","0","0"
"714","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","সমাজে সুশাসন প্রতিষ্ঠিত হলে এর সবচেয়ে বড় ও প্রত্যক্ষ সুফল কোনটি?","94","Good","CLEAN","0","0"
"715","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","নৈতিক মূল্যবোধ চর্চার ফলে সমাজে কোনটির বিকাশ ঘটে?","94","Good","CLEAN","0","0"
"716","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","একটি রাষ্ট্রে সুশাসন না থাকলে সমাজকে সর্বপ্রথম কোন চরম মূল্যটি চোকাতে হয়?","94","Good","CLEAN","0","0"
"717","source-file","10_নৈতিকতা, মূল্যবোধ ও সু-শাসন","মূল্যবোধের অবক্ষয়ের কারণে সমাজে যখন দুর্নীতির বিস্তার ঘটে, তখন অর্থনীতিতে এর বি","94","Good","CLEAN","0","0"
